gender_male,height,weight,age,bmi,bsa,front_shoulder_width_px_ratio,front_chest_width_px_ratio,front_waist_width_px_ratio,front_hip_width_px_ratio,front_arm_length_px_ratio,front_torso_length_px_ratio,front_leg_length_px_ratio,side_chest_depth_px_ratio,side_waist_depth_px_ratio,side_hip_depth_px_ratio,side_thigh_depth_px_ratio,side_neck_depth_px_ratio,target_chest,target_waist,target_hip,target_shoulderWidth,target_neck,target_upperArm,target_armLength,target_wrist,target_thigh,target_inseam,target_outseam,target_torsoLength,target_height
0,169.1,69.4,54,24.26,1.805,0.232,0.1738,0.14661,0.21118,0.31403,0.35329,0.58881,0.14773,0.09562,0.17278,0.04068,0.05918,91.4,67.0,100.9,38.8,34.6,22.6,52.5,15.5,22.5,72.2,98.5,59.1,169.1
0,165.9,75.5,19,27.46,1.865,0.23749,0.17442,0.16378,0.21175,0.31903,0.3589,0.59817,0.14826,0.10681,0.17325,0.04592,0.06077,90.9,74.2,100.3,39.4,35.2,26.1,52.9,15.6,25.2,72.8,99.2,59.5,165.9
0,160.0,57.8,64,22.56,1.603,0.22826,0.16883,0.16595,0.20505,0.31155,0.3505,0.58417,0.14351,0.10823,0.16777,0.04472,0.05803,84.2,71.9,92.9,36.2,32.1,24.3,49.4,14.5,23.5,68.0,92.7,55.6,160.0
0,167.5,88.1,26,31.39,2.025,0.2393,0.17949,0.18205,0.21782,0.31769,0.3574,0.59567,0.15257,0.11873,0.17821,0.0523,0.06152,94.5,83.3,104.2,40.1,36.0,30.3,53.2,15.8,29.0,73.2,99.8,59.9,167.5
0,161.9,55.1,36,21.03,1.574,0.24118,0.16363,0.16037,0.19883,0.33035,0.37165,0.61941,0.13909,0.10459,0.16268,0.04276,0.06123,83.9,71.5,92.7,39.4,34.9,23.6,53.9,15.7,23.1,74.2,101.1,60.7,161.9
0,155.1,64.7,59,26.89,1.67,0.23582,0.18316,0.16454,0.2221,0.31883,0.35869,0.59781,0.15568,0.10731,0.18172,0.04787,0.06019,90.8,70.9,100.1,37.2,33.1,25.3,50.3,14.8,25.0,69.2,94.3,56.6,155.1
0,159.8,78.3,53,30.68,1.864,0.24101,0.18182,0.18396,0.22042,0.32187,0.36211,0.60351,0.15455,0.11997,0.18035,0.05247,0.06181,90.3,79.5,99.6,38.1,34.1,29.1,50.9,15.1,27.4,70.0,95.5,57.3,159.8
0,163.1,50.6,27,19.03,1.514,0.23802,0.16706,0.15409,0.2031,0.32772,0.36868,0.61447,0.142,0.1005,0.16617,0.04109,0.0603,84.7,68.0,93.7,38.4,34.0,21.8,52.9,15.4,21.9,72.8,99.2,59.5,163.1
0,168.7,64.5,57,22.68,1.739,0.23516,0.1721,0.16998,0.20916,0.31981,0.35978,0.59964,0.14629,0.11086,0.17113,0.04675,0.05988,90.3,77.6,99.8,39.3,34.9,25.7,53.4,15.7,25.8,73.4,100.2,60.1,168.7
0,161.3,75.9,62,29.2,1.844,0.23652,0.17619,0.16935,0.21371,0.3169,0.35651,0.59418,0.14976,0.11045,0.17485,0.04743,0.06058,88.7,74.1,97.8,37.9,33.9,26.7,50.8,15.0,25.1,69.8,95.2,57.1,161.3
0,154.3,69.7,56,29.27,1.728,0.24967,0.18493,0.16635,0.2241,0.3356,0.37754,0.62924,0.15719,0.10849,0.18335,0.04759,0.06387,88.4,69.1,97.4,38.0,33.9,25.3,51.1,15.1,23.9,70.2,95.7,57.4,154.3
0,162.9,62.0,24,23.36,1.674,0.23469,0.17044,0.15839,0.20702,0.31928,0.35919,0.59866,0.14488,0.1033,0.16938,0.04273,0.05975,85.4,69.0,94.3,37.4,33.3,23.4,50.9,14.9,22.5,70.0,95.5,57.3,162.9
0,163.3,56.6,21,21.22,1.602,0.22567,0.16584,0.1472,0.20153,0.30879,0.34739,0.57898,0.14097,0.096,0.16489,0.0403,0.05731,87.5,67.6,96.7,37.9,33.6,22.3,51.9,15.2,22.4,71.3,97.3,58.4,163.3
0,163.8,75.9,32,28.29,1.858,0.23156,0.16767,0.16814,0.20348,0.31065,0.34948,0.58247,0.14252,0.10966,0.16648,0.04694,0.05928,89.4,78.0,98.6,39.3,35.1,27.7,52.7,15.6,26.3,72.5,98.9,59.3,163.8
0,168.8,83.7,29,29.41,1.981,0.24142,0.17721,0.17152,0.21514,0.3221,0.36236,0.60394,0.15062,0.11186,0.17602,0.04799,0.06194,91.6,77.1,101.1,39.7,35.6,27.5,53.0,15.7,26.1,72.9,99.4,59.6,168.8
0,169.4,56.6,65,19.73,1.633,0.23165,0.1625,0.14707,0.19759,0.31764,0.35735,0.59558,0.13812,0.09591,0.16167,0.03949,0.05878,88.3,69.5,97.6,40.1,35.5,22.1,54.9,16.0,22.6,75.5,103.0,61.8,169.4
0,158.5,49.2,23,19.6,1.472,0.22723,0.15456,0.15676,0.18783,0.31286,0.35196,0.5866,0.13138,0.10223,0.15368,0.04009,0.05756,78.2,69.0,86.4,36.6,32.4,22.6,50.4,14.7,21.4,69.3,94.5,56.7,158.5
0,158.3,62.6,26,24.99,1.659,0.23792,0.17207,0.16508,0.20883,0.32285,0.36321,0.60534,0.14626,0.10766,0.17086,0.04556,0.06063,85.9,71.7,94.8,37.8,33.7,25.0,51.3,15.1,24.0,70.6,96.2,57.7,158.3
0,155.4,64.7,52,26.76,1.671,0.23347,0.16189,0.16824,0.19633,0.31572,0.35518,0.59197,0.13761,0.10972,0.16064,0.04502,0.05958,81.1,73.3,89.4,37.2,33.1,26.1,50.3,14.8,23.7,69.2,94.3,56.6,155.4
0,167.3,63.9,25,22.85,1.723,0.23281,0.16569,0.16376,0.20134,0.31662,0.3562,0.59367,0.14084,0.1068,0.16473,0.04426,0.05927,87.6,75.3,96.7,39.2,34.8,25.1,53.3,15.6,24.6,73.2,99.9,59.9,167.3
0,172.4,80.2,24,26.99,1.959,0.24326,0.16502,0.16147,0.2005,0.32624,0.36702,0.6117,0.14027,0.10531,0.16405,0.04424,0.06229,90.6,77.1,100.1,42.5,38.0,26.7,57.0,16.9,25.6,78.4,106.9,64.2,172.4
0,160.4,54.8,21,21.31,1.562,0.22975,0.17853,0.15789,0.2169,0.31464,0.35397,0.58994,0.15175,0.10297,0.17746,0.04478,0.05833,90.3,69.4,99.7,37.0,32.8,23.1,50.6,14.8,23.8,69.6,94.9,57.0,160.4
0,160.9,43.4,30,16.79,1.393,0.23802,0.15157,0.15206,0.18435,0.33001,0.37126,0.61877,0.12884,0.09917,0.15083,0.03757,0.06012,76.3,66.5,84.3,38.1,33.6,20.9,52.9,15.3,19.9,72.7,99.1,59.5,160.9
0,172.5,66.6,36,22.37,1.786,0.23973,0.16743,0.15457,0.20355,0.32583,0.36656,0.61093,0.14231,0.10081,0.16654,0.04223,0.06105,91.2,73.2,100.8,41.6,36.9,24.0,56.5,16.6,24.2,77.7,105.9,63.5,172.5
0,165.9,66.9,24,24.31,1.756,0.24305,0.17495,0.15544,0.21252,0.32938,0.37055,0.61758,0.14871,0.10137,0.17388,0.04375,0.06197,91.7,70.9,101.3,40.6,36.1,24.1,55.0,16.2,24.2,75.6,103.1,61.9,165.9
0,165.5,62.8,27,22.95,1.699,0.23692,0.17405,0.15752,0.21146,0.32236,0.36265,0.60442,0.14794,0.10273,0.17301,0.04378,0.06031,90.1,70.9,99.5,39.1,34.7,23.8,53.1,15.6,23.9,73.1,99.6,59.8,165.5
0,154.4,47.1,42,19.75,1.421,0.23211,0.16897,0.16986,0.20528,0.31989,0.35987,0.59979,0.14362,0.11078,0.16796,0.04528,0.05878,80.7,70.5,89.1,35.3,31.2,23.4,48.6,14.1,22.8,66.9,91.2,54.7,154.4
0,167.1,49.3,61,17.66,1.513,0.24724,0.16309,0.15397,0.19836,0.34131,0.38397,0.63995,0.13863,0.10042,0.1623,0.03988,0.06256,83.6,68.6,92.5,40.3,35.6,21.4,55.7,16.2,21.5,76.6,104.4,62.7,167.1
0,156.2,53.7,52,22.03,1.527,0.23144,0.1718,0.16585,0.20861,0.31682,0.35642,0.59403,0.14603,0.10817,0.17068,0.04554,0.05877,84.6,71.0,93.4,36.3,32.1,24.1,49.6,14.5,23.6,68.3,93.1,55.8,156.2
0,154.8,67.1,42,28.01,1.699,0.23987,0.18349,0.16941,0.22244,0.32341,0.36384,0.60639,0.15597,0.11049,0.18199,0.04778,0.06129,86.9,69.7,95.7,36.1,32.2,25.2,48.7,14.4,23.8,67.0,91.4,54.8,154.8
0,160.1,76.4,46,29.77,1.843,0.2413,0.18058,0.18011,0.21897,0.32298,0.36335,0.60558,0.15349,0.11746,0.17916,0.05103,0.06183,89.7,77.8,98.8,38.1,34.1,28.2,51.1,15.1,26.7,70.2,95.7,57.4,160.1
0,158.5,73.9,29,29.43,1.804,0.22965,0.17437,0.17377,0.21141,0.30792,0.34641,0.57735,0.14821,0.11333,0.17297,0.04903,0.05881,88.5,76.7,97.5,37.1,33.2,27.8,49.7,14.7,26.2,68.4,93.2,55.9,158.5
0,161.0,54.3,68,20.93,1.558,0.23147,0.16012,0.16034,0.19455,0.31725,0.35691,0.59484,0.1361,0.10457,0.15918,0.04236,0.05875,82.5,71.9,91.2,38.0,33.7,23.8,52.1,15.2,23.0,71.6,97.6,58.6,161.0
0,152.7,46.1,64,19.76,1.398,0.22728,0.15624,0.15549,0.18981,0.31339,0.35256,0.5876,0.13281,0.10141,0.1553,0.03971,0.05754,75.6,65.4,83.5,35.0,30.9,21.9,48.3,14.0,20.2,66.4,90.5,54.3,152.7
0,169.0,74.7,57,26.17,1.873,0.24144,0.18358,0.18008,0.22299,0.32505,0.36569,0.60948,0.15604,0.11745,0.18245,0.05167,0.06173,95.4,81.4,105.4,39.9,35.6,28.1,53.8,15.9,28.3,73.9,100.8,60.5,169.0
0,170.2,77.6,29,26.79,1.915,0.24102,0.17981,0.16951,0.21842,0.32374,0.36421,0.60701,0.15284,0.11055,0.17871,0.049,0.06167,96.9,79.4,107.0,41.3,36.9,27.5,55.5,16.4,27.8,76.3,104.1,62.4,170.2
0,149.3,57.3,69,25.74,1.542,0.23154,0.16069,0.16987,0.1948,0.3148,0.35414,0.59024,0.13659,0.11078,0.15938,0.04502,0.05896,77.6,71.3,85.5,35.6,31.6,25.6,48.4,14.2,22.9,66.5,90.7,54.4,149.3
0,169.2,48.9,23,17.07,1.515,0.23083,0.1589,0.14182,0.1933,0.319,0.35888,0.59813,0.13506,0.09249,0.15816,0.03676,0.05839,84.7,65.8,93.7,39.2,34.6,20.2,54.1,15.7,20.6,74.5,101.5,60.9,169.2
0,157.0,51.1,27,20.75,1.493,0.22688,0.15839,0.15407,0.19241,0.31155,0.3505,0.58416,0.13463,0.10048,0.15743,0.04058,0.05754,80.5,68.1,88.9,36.7,32.5,22.7,50.4,14.7,21.7,69.3,94.5,56.7,157.0
0,168.3,67.8,19,23.93,1.78,0.23243,0.16708,0.16253,0.20301,0.31501,0.35439,0.59065,0.14202,0.106,0.1661,0.04463,0.05926,89.8,75.9,99.2,39.8,35.4,25.6,53.9,15.8,25.2,74.1,101.0,60.6,168.3
0,162.0,68.6,62,26.12,1.757,0.23282,0.17102,0.15838,0.20759,0.31445,0.35375,0.58959,0.14537,0.10329,0.16984,0.04385,0.05944,87.8,70.7,96.9,38.1,33.9,24.7,51.4,15.1,23.7,70.7,96.4,57.8,162.0
0,162.7,72.5,42,27.4,1.81,0.23835,0.17946,0.17246,0.21779,0.3207,0.36079,0.60132,0.15254,0.11247,0.17819,0.04911,0.06095,91.5,76.5,101.0,38.7,34.5,27.0,52.1,15.4,26.4,71.6,97.6,58.6,162.7
0,161.2,64.1,24,24.64,1.694,0.24187,0.16874,0.15611,0.20487,0.32811,0.36912,0.6152,0.14343,0.10181,0.16762,0.04198,0.06165,84.2,67.7,92.9,38.4,34.2,23.3,52.1,15.3,22.0,71.6,97.7,58.6,161.2
0,170.7,74.2,57,25.44,1.875,0.23924,0.16982,0.16345,0.20633,0.32252,0.36283,0.60472,0.14434,0.10659,0.16882,0.04474,0.06113,90.2,75.5,99.6,40.4,36.1,25.7,54.5,16.1,25.0,74.9,102.2,61.3,170.7
0,154.1,57.9,40,24.4,1.574,0.23282,0.17184,0.14651,0.2085,0.31698,0.3566,0.59433,0.14607,0.09555,0.17059,0.04064,0.05925,84.7,62.8,93.4,36.5,32.4,21.9,49.7,14.6,21.1,68.4,93.2,55.9,154.1
0,166.6,75.0,65,27.02,1.863,0.23272,0.17076,0.17761,0.20734,0.31289,0.352,0.58667,0.14515,0.11583,0.16965,0.04926,0.05953,89.9,81.3,99.2,39.0,34.8,28.4,52.4,15.5,27.3,72.1,98.3,59.0,166.6
0,170.0,73.3,28,25.36,1.86,0.23465,0.16589,0.16453,0.20155,0.3165,0.35606,0.59343,0.14101,0.1073,0.16491,0.04455,0.05994,88.5,76.3,97.7,39.8,35.5,26.0,53.7,15.8,25.0,73.9,100.8,60.5,170.0
0,167.4,68.1,53,24.32,1.78,0.23189,0.16723,0.1773,0.20316,0.31406,0.35332,0.58886,0.14214,0.11563,0.16622,0.04828,0.05914,88.3,81.4,97.5,39.0,34.7,27.6,52.8,15.5,26.8,72.6,98.9,59.4,167.4
0,178.3,73.0,66,22.97,1.902,0.23277,0.16752,0.16764,0.20374,0.31511,0.35449,0.59082,0.14239,0.10933,0.1667,0.04603,0.05938,94.2,82.0,104.2,41.7,37.1,26.8,56.4,16.6,27.3,77.6,105.8,63.5,178.3
0,158.9,61.6,65,24.38,1.648,0.23532,0.17263,0.16138,0.20955,0.31976,0.35973,0.59954,0.14674,0.10525,0.17145,0.04539,0.05993,88.5,71.9,97.6,38.4,34.1,24.8,52.2,15.3,24.5,71.7,97.8,58.7,158.9
0,169.0,74.6,68,26.11,1.871,0.23693,0.1749,0.16024,0.21245,0.31903,0.35891,0.59819,0.14867,0.1045,0.17382,0.04566,0.06057,94.5,75.3,104.4,40.7,36.4,25.9,54.9,16.2,26.0,75.4,102.9,61.7,169.0
0,161.8,65.9,40,25.17,1.72,0.2298,0.17563,0.15658,0.21321,0.31122,0.35012,0.58353,0.14928,0.10212,0.17445,0.04407,0.05861,89.8,69.6,99.1,37.4,33.3,24.1,50.7,14.9,23.7,69.6,95.0,57.0,161.8
0,170.9,74.9,60,25.66,1.886,0.2285,0.16881,0.16208,0.20511,0.30782,0.3463,0.57717,0.14349,0.10571,0.16782,0.04606,0.0584,95.0,79.3,105.0,40.9,36.5,27.1,55.2,16.3,27.3,75.8,103.4,62.1,170.9
0,162.4,79.7,24,30.21,1.897,0.24004,0.18489,0.17388,0.22425,0.32055,0.36062,0.60103,0.15716,0.1134,0.18348,0.05035,0.06157,93.5,76.4,103.1,38.6,34.6,27.7,51.6,15.3,26.8,70.9,96.7,58.0,162.4
0,159.9,64.3,44,25.16,1.69,0.22807,0.16358,0.15214,0.19855,0.30913,0.34778,0.57963,0.13904,0.09922,0.16245,0.04102,0.05815,83.9,67.8,92.6,37.2,33.1,23.6,50.5,14.8,22.1,69.4,94.6,56.8,159.9
0,171.4,63.3,30,21.53,1.735,0.23013,0.1676,0.15163,0.20377,0.31369,0.3529,0.58817,0.14246,0.09889,0.16672,0.0409,0.05854,89.3,70.3,98.7,39.0,34.7,22.8,53.2,15.6,22.9,73.2,99.8,59.9,171.4
0,159.2,70.8,68,27.94,1.769,0.24459,0.17072,0.16355,0.20707,0.32915,0.37029,0.61716,0.14511,0.10667,0.16942,0.04458,0.06254,84.6,70.5,93.3,38.6,34.4,25.2,51.9,15.3,23.3,71.4,97.4,58.4,159.2
0,152.9,44.6,34,19.06,1.376,0.2235,0.15875,0.16317,0.1929,0.30873,0.34732,0.57887,0.13494,0.10642,0.15782,0.04215,0.05654,76.9,68.7,84.9,34.5,30.4,22.8,47.6,13.8,21.5,65.4,89.2,53.5,152.9
0,159.0,50.6,49,20.01,1.494,0.23597,0.169,0.17199,0.20536,0.32447,0.36502,0.60837,0.14365,0.11217,0.16802,0.04602,0.05981,83.2,73.6,91.9,37.0,32.7,24.2,50.8,14.8,23.8,69.9,95.3,57.2,159.0
0,166.7,70.8,43,25.46,1.81,0.23508,0.17453,0.1688,0.21198,0.31744,0.35712,0.59521,0.14835,0.11009,0.17344,0.04692,0.06003,90.4,76.0,99.8,38.8,34.5,26.1,52.3,15.4,25.6,72.0,98.1,58.9,166.7
0,172.0,77.6,39,26.25,1.926,0.24063,0.1798,0.16784,0.21846,0.32346,0.36389,0.60649,0.15283,0.10946,0.17874,0.04847,0.06156,97.6,79.2,107.8,41.6,37.1,27.2,55.9,16.5,27.7,76.8,104.8,62.9,172.0
0,163.3,51.9,30,19.46,1.534,0.22969,0.15633,0.15227,0.19003,0.31585,0.35533,0.59222,0.13288,0.0993,0.15548,0.0391,0.05822,80.7,68.3,89.2,37.7,33.4,22.1,51.9,15.1,21.2,71.4,97.3,58.4,163.3
0,171.5,66.2,29,22.53,1.776,0.23869,0.17368,0.15795,0.21113,0.32439,0.36494,0.60823,0.14763,0.10301,0.17274,0.04361,0.06079,92.0,72.8,101.7,40.3,35.8,24.0,54.7,16.1,24.3,75.2,102.6,61.6,171.5
0,153.3,51.0,24,21.69,1.473,0.23364,0.15917,0.16689,0.19326,0.32047,0.36053,0.60088,0.1353,0.10884,0.15812,0.04293,0.05928,76.4,69.6,84.3,35.7,31.6,23.7,48.9,14.3,21.7,67.3,91.8,55.1,153.3
0,159.5,56.3,18,22.14,1.579,0.23923,0.1693,0.1738,0.20563,0.32698,0.36785,0.61309,0.14391,0.11335,0.16824,0.04665,0.06079,83.5,74.6,92.2,37.6,33.3,25.1,51.3,15.0,24.2,70.6,96.3,57.8,159.5
0,160.5,72.8,50,28.23,1.801,0.22965,0.17246,0.15733,0.2092,0.30861,0.34719,0.57865,0.14659,0.10261,0.17117,0.04468,0.05875,90.2,71.6,99.5,38.2,34.1,25.6,51.4,15.2,24.6,70.7,96.3,57.8,160.5
0,161.7,70.9,69,27.12,1.785,0.23769,0.17271,0.16727,0.20959,0.3202,0.36022,0.60037,0.1468,0.10909,0.17148,0.04631,0.06075,87.6,73.8,96.7,38.4,34.2,26.0,51.7,15.3,24.7,71.1,96.9,58.2,161.7
0,163.1,63.7,31,23.97,1.699,0.22767,0.16802,0.15594,0.20405,0.30919,0.34784,0.57973,0.14281,0.1017,0.16695,0.04306,0.058,88.2,71.2,97.3,38.0,33.8,24.2,51.6,15.2,23.8,71.0,96.8,58.1,163.1
0,167.2,61.3,64,21.92,1.687,0.22718,0.16203,0.1571,0.19693,0.3098,0.34853,0.58088,0.13773,0.10246,0.16112,0.04155,0.05778,85.1,71.8,94.1,38.0,33.7,23.7,51.8,15.2,23.0,71.3,97.2,58.3,167.2
0,159.5,48.6,60,19.12,1.468,0.22943,0.15552,0.16333,0.18903,0.31619,0.35571,0.59286,0.13219,0.10652,0.15466,0.04111,0.0581,77.1,70.4,85.2,36.2,32.0,22.9,49.9,14.5,21.4,68.6,93.5,56.1,159.5
0,163.4,81.8,58,30.61,1.927,0.24981,0.18653,0.16871,0.22625,0.33307,0.3747,0.6245,0.15855,0.11003,0.18512,0.04865,0.06411,93.3,73.4,102.9,39.8,35.6,26.7,53.1,15.8,25.6,72.9,99.5,59.7,163.4
0,162.2,70.0,34,26.59,1.775,0.23248,0.17938,0.16752,0.21772,0.31357,0.35276,0.58794,0.15248,0.10925,0.17813,0.04821,0.05939,92.7,75.3,102.3,38.2,34.1,26.4,51.6,15.2,26.2,70.9,96.7,58.0,162.2
0,156.2,52.0,21,21.32,1.503,0.22841,0.15847,0.16074,0.19247,0.31326,0.35242,0.58736,0.1347,0.10483,0.15748,0.04165,0.05796,78.4,69.1,86.5,36.0,31.9,23.3,49.3,14.4,21.7,67.8,92.5,55.5,156.2
0,161.7,71.1,69,27.18,1.787,0.23057,0.17977,0.16649,0.21815,0.31056,0.34938,0.5823,0.1528,0.10858,0.17848,0.04754,0.05893,91.5,73.7,100.9,37.3,33.3,26.0,50.3,14.8,25.5,69.2,94.3,56.6,161.7
0,161.5,62.0,68,23.76,1.668,0.22394,0.16654,0.16543,0.20223,0.30448,0.34254,0.5709,0.14156,0.10789,0.16546,0.04501,0.05702,85.8,74.1,94.7,36.7,32.6,25.3,49.9,14.6,24.4,68.6,93.6,56.1,161.5
0,161.4,59.6,56,22.9,1.635,0.23488,0.1632,0.164,0.19821,0.32013,0.36015,0.60024,0.13872,0.10696,0.16217,0.04298,0.05975,81.5,71.3,90.0,37.4,33.2,24.1,50.9,14.9,22.6,70.0,95.5,57.3,161.4
0,162.7,68.6,18,25.89,1.76,0.24081,0.16597,0.17362,0.20147,0.32534,0.36601,0.61001,0.14107,0.11323,0.16484,0.0468,0.06148,84.9,77.3,93.7,39.2,35.0,26.9,53.0,15.6,25.2,72.9,99.4,59.6,162.7
0,163.0,56.3,58,21.2,1.597,0.23164,0.16572,0.14877,0.20138,0.31701,0.35664,0.5944,0.14087,0.09702,0.16476,0.03978,0.05883,84.7,66.1,93.6,37.7,33.4,21.8,51.6,15.1,21.4,70.9,96.7,58.0,163.0
0,159.6,57.7,62,22.68,1.6,0.23855,0.16651,0.15931,0.20221,0.32556,0.36626,0.61043,0.14153,0.1039,0.16545,0.04246,0.06065,82.7,68.8,91.3,37.7,33.5,23.3,51.5,15.1,22.2,70.8,96.5,57.9,159.6
0,171.2,71.9,41,24.55,1.849,0.2337,0.1643,0.16405,0.19966,0.3158,0.35528,0.59213,0.13965,0.10699,0.16336,0.04418,0.05966,88.4,76.8,97.7,40.0,35.7,25.9,54.1,15.9,25.0,74.4,101.5,60.9,171.2
0,154.5,52.8,51,22.09,1.505,0.23374,0.15518,0.13978,0.1884,0.32011,0.36013,0.60021,0.1319,0.09116,0.15415,0.03575,0.05934,76.3,59.7,84.2,36.6,32.4,20.4,50.1,14.6,18.5,68.9,93.9,56.3,154.5
0,157.6,66.9,51,26.94,1.712,0.2351,0.1682,0.15933,0.20402,0.31745,0.35713,0.59522,0.14297,0.10391,0.16692,0.04317,0.06003,83.4,68.7,91.9,37.1,33.1,24.4,50.1,14.7,22.5,68.9,93.9,56.3,157.6
0,181.4,108.7,41,33.04,2.341,0.23491,0.18385,0.17218,0.22352,0.30811,0.34662,0.5777,0.15628,0.11229,0.18288,0.05155,0.06067,106.1,86.4,117.3,43.2,38.9,31.5,56.6,17.0,31.3,77.9,106.2,63.7,181.4
0,155.4,51.1,32,21.15,1.486,0.23227,0.16455,0.16327,0.19985,0.31879,0.35864,0.59774,0.13987,0.10648,0.16351,0.04318,0.05892,80.2,69.2,88.6,36.0,31.9,23.3,49.5,14.4,22.2,68.0,92.8,55.7,155.4
0,153.3,42.6,34,18.12,1.346,0.24317,0.15975,0.14978,0.19418,0.3367,0.37879,0.63131,0.13579,0.09769,0.15887,0.03816,0.06146,75.8,61.8,83.8,36.7,32.4,20.2,50.9,14.7,19.1,69.9,95.4,57.2,153.3
0,167.5,48.0,30,17.11,1.494,0.23552,0.15818,0.14446,0.19241,0.32561,0.36632,0.61053,0.13445,0.09421,0.15743,0.0377,0.05956,84.7,67.3,93.7,40.2,35.4,20.8,55.5,16.1,21.3,76.3,104.1,62.5,167.5
0,148.4,51.6,24,23.44,1.458,0.23076,0.16783,0.16123,0.20358,0.31569,0.35515,0.59191,0.14266,0.10515,0.16657,0.0439,0.05861,80.1,66.9,88.3,35.0,31.1,23.5,47.9,14.0,22.0,65.9,89.9,53.9,148.4
0,160.9,55.6,26,21.48,1.577,0.23336,0.16756,0.14818,0.20356,0.31936,0.35928,0.5988,0.14242,0.09664,0.16655,0.03993,0.05926,84.6,65.1,93.5,37.5,33.3,21.7,51.3,15.0,21.2,70.6,96.3,57.8,160.9
0,177.1,78.1,61,24.91,1.96,0.23634,0.16995,0.15061,0.20664,0.31824,0.35802,0.59669,0.14446,0.09822,0.16907,0.0421,0.06042,95.7,73.7,105.7,42.3,37.8,24.7,57.0,16.8,24.9,78.4,106.9,64.1,177.1
0,152.0,56.8,52,24.59,1.549,0.23655,0.17346,0.15988,0.2104,0.32218,0.36245,0.60409,0.14744,0.10427,0.17214,0.04398,0.06019,82.8,66.4,91.3,35.9,31.9,23.4,48.9,14.3,22.1,67.3,91.8,55.1,152.0
0,149.0,40.7,40,18.31,1.297,0.23184,0.1557,0.14353,0.18921,0.32128,0.36144,0.6024,0.13235,0.09361,0.15481,0.03603,0.05857,72.5,58.2,80.1,34.4,30.3,19.3,47.6,13.8,17.7,65.5,89.3,53.6,149.0
0,152.3,41.0,64,17.66,1.317,0.22531,0.15289,0.13791,0.18586,0.31244,0.3515,0.58583,0.12996,0.08994,0.15207,0.0352,0.05691,75.6,59.3,83.5,35.5,31.3,19.3,49.2,14.2,18.3,67.6,92.2,55.3,152.3
0,168.6,71.9,56,25.29,1.835,0.24051,0.17266,0.17111,0.20975,0.32466,0.36524,0.60873,0.14676,0.1116,0.17162,0.0473,0.06142,90.5,78.0,100.0,40.1,35.8,26.7,54.2,16.0,26.1,74.5,101.6,61.0,168.6
0,170.1,71.2,40,24.61,1.835,0.23112,0.16192,0.16744,0.19675,0.3124,0.35145,0.58575,0.13763,0.1092,0.16098,0.04512,0.05899,88.1,79.2,97.3,40.0,35.7,26.8,54.1,15.9,25.8,74.4,101.4,60.9,170.1
0,159.0,56.6,43,22.37,1.581,0.22855,0.16433,0.16447,0.19958,0.31225,0.35128,0.58546,0.13968,0.10727,0.16329,0.04369,0.05808,82.1,71.5,90.7,36.4,32.3,24.1,49.7,14.5,23.0,68.3,93.1,55.9,159.0
0,167.1,50.7,18,18.14,1.534,0.22772,0.14994,0.1589,0.18235,0.31392,0.35316,0.5886,0.12744,0.10363,0.14919,0.03963,0.05766,79.5,73.3,87.9,38.4,34.0,23.0,53.0,15.4,22.1,72.9,99.4,59.6,167.1
0,172.0,77.0,31,26.05,1.918,0.23972,0.18194,0.17414,0.22107,0.32243,0.36273,0.60455,0.15465,0.11357,0.18088,0.05084,0.06131,99.1,82.5,109.5,41.6,37.1,28.3,55.9,16.5,29.2,76.9,104.8,62.9,172.0
0,174.7,91.1,49,29.85,2.102,0.24682,0.1788,0.16318,0.21723,0.32792,0.36892,0.61486,0.15198,0.10642,0.17773,0.04626,0.06343,95.7,75.9,105.7,42.0,37.7,27.0,55.9,16.6,26.1,76.8,104.7,62.8,174.7
0,160.8,65.2,68,25.21,1.707,0.23877,0.17973,0.16812,0.21817,0.32346,0.3639,0.60649,0.15277,0.10964,0.1785,0.04771,0.06089,90.4,73.5,99.7,38.2,34.0,25.5,51.8,15.2,25.3,71.2,97.1,58.2,160.8
0,146.8,44.9,65,20.82,1.353,0.23405,0.16516,0.15415,0.20049,0.32251,0.36282,0.6047,0.14038,0.10053,0.16404,0.04024,0.05927,75.2,61.0,83.0,33.9,30.0,21.0,46.7,13.6,19.3,64.2,87.6,52.6,146.8
0,156.9,59.7,27,24.23,1.613,0.23074,0.17208,0.15774,0.20885,0.31393,0.35317,0.58861,0.14627,0.10287,0.17088,0.04326,0.05874,84.6,67.5,93.4,36.1,32.1,23.4,49.1,14.4,22.4,67.6,92.2,55.3,156.9
0,159.6,48.6,18,19.06,1.467,0.23321,0.161,0.15914,0.1957,0.32143,0.36161,0.60269,0.13685,0.10378,0.16012,0.04117,0.05905,80.0,68.7,88.4,36.9,32.6,22.3,50.8,14.8,21.5,69.9,95.3,57.2,159.6
0,160.7,74.4,22,28.78,1.822,0.23509,0.178,0.15937,0.21591,0.31542,0.35485,0.59141,0.1513,0.10394,0.17665,0.04492,0.06018,89.3,69.5,98.5,37.6,33.6,25.0,50.4,14.9,23.7,69.3,94.5,56.7,160.7
0,161.2,63.4,20,24.38,1.685,0.23148,0.1736,0.15223,0.21077,0.31424,0.35352,0.5892,0.14756,0.09928,0.17245,0.04213,0.05898,87.6,66.8,96.7,37.2,33.1,22.9,50.5,14.8,22.4,69.4,94.6,56.8,161.2
